goal_id,user_id,goal_type,goal_priority,goal_horizon,target_amount,start_date,target_date,associated_jar,current_saved,completion_percent
317,113,spending,Low,short,4000000,2025-07-01,2025-07-31,HEALTH,2312660,57.82
318,114,saving,Low,long,7664400000,2025-07-01,2027-12-18,FFA,4051808265,52.87
319,114,saving,High,long,3616080000,2025-07-01,2030-03-07,EMERGENCY,880440451,24.35
320,114,spending,High,short,4000000,2025-07-01,2025-07-31,PLAY,1324506,33.11
321,115,saving,Low,short,17160000,2025-07-01,2026-06-26,FFA,702116,4.09
322,115,saving,High,long,3761250000,2025-07-01,2027-12-18,LTSS,228523923,6.08
323,115,spending,High,short,5000000,2025-07-01,2025-07-31,FAMILY,1585020,31.7
324,116,saving,High,long,7005600000,2025-07-01,2028-03-17,EMERGENCY,3009481648,42.96
325,116,saving,Low,long,4461660000,2025-07-01,2026-07-26,FFA,952473474,21.35
326,116,spending,High,short,3000000,2025-07-01,2025-07-31,NEC,629495,20.98
327,117,saving,Low,long,7689110000,2025-07-01,2030-01-06,LTSS,3275093986,42.59
328,117,saving,Low,long,7063875000,2025-07-01,2027-05-22,FFA,2692277938,38.11
329,117,spending,High,short,4000000,2025-07-01,2025-07-31,GIVE,90972,2.27
330,118,saving,High,long,7410000000,2025-07-01,2026-09-24,DREAM,2446926171,33.02
331,118,saving,High,long,1537200000,2025-07-01,2029-08-09,LTSS,429252105,27.92
332,118,spending,Medium,short,5000000,2025-07-01,2025-07-31,GIVE,295202,5.9
333,119,saving,Medium,long,6078000000,2025-07-01,2028-03-17,FFA,2336116793,38.44
334,119,saving,Low,short,40000000,2025-07-01,2025-07-31,EMERGENCY,10954628,27.39
335,119,spending,High,short,5000000,2025-07-01,2025-07-31,PLAY,604366,12.09
336,120,saving,Medium,short,55000000,2025-07-01,2026-05-27,EMERGENCY,15462184,28.11
337,120,saving,High,long,3065325000,2025-07-01,2028-03-17,FFA,1796652203,58.61
338,121,saving,Low,long,5408920000,2025-07-01,2030-05-06,DREAM,2362076986,43.67
339,121,saving,Medium,long,6883439999,2025-07-01,2026-10-24,FFA,3885600775,56.45
340,121,spending,High,short,3000000,2025-07-01,2025-07-31,PLAY,287057,9.57
341,122,saving,Medium,long,7209579999,2025-07-01,2027-08-20,EMERGENCY,1669188300,23.15
342,122,saving,Medium,short,44880000,2025-07-01,2026-06-26,LTSS,3895645,8.68
343,123,saving,Low,long,4726000000,2025-07-01,2029-03-12,EMERGENCY,627485118,13.28
344,123,saving,High,long,406560000,2025-07-01,2027-11-18,DREAM,158402264,38.96
345,123,spending,Low,short,2000000,2025-07-01,2025-07-31,GIVE,772610,38.63
346,124,saving,High,long,2913625000,2025-07-01,2027-01-22,EMERGENCY,656837279,22.54
347,124,saving,High,short,13650000,2025-07-01,2025-07-31,FFA,613673,4.5
348,125,saving,Medium,long,2070250000,2025-07-01,2026-12-23,FFA,969590181,46.83
349,125,saving,Low,long,1872000000,2025-07-01,2027-04-22,DREAM,235074500,12.56
350,126,saving,High,long,2503800000,2025-07-01,2029-11-07,DREAM,1268506573,50.66
351,126,saving,Medium,long,347490000,2025-07-01,2026-12-23,EMERGENCY,151512665,43.6
352,126,spending,Low,short,1000000,2025-07-01,2025-07-31,NEC,284658,28.47
353,127,saving,Low,long,6633750000,2025-07-01,2028-03-17,FFA,225556746,3.4
354,127,saving,High,long,6895169999,2025-07-01,2029-08-09,DREAM,1861106104,26.99
355,127,spending,Low,short,1000000,2025-07-01,2025-07-31,NEC,293622,29.36
356,128,saving,Low,long,7503800000,2025-07-01,2029-01-11,LTSS,4378825432,58.35
357,128,saving,High,long,7921100000,2025-07-01,2030-03-07,EMERGENCY,3583053481,45.23
358,128,spending,Medium,short,2000000,2025-07-01,2025-07-31,HEALTH,1053050,52.65
359,129,saving,Medium,long,9366000000,2025-07-01,2030-06-05,LTSS,335151362,3.58
360,129,saving,Medium,long,1836030000,2025-07-01,2027-07-21,DREAM,48964745,2.67
361,129,spending,Medium,short,5000000,2025-07-01,2025-07-31,HEALTH,84431,1.69
362,130,saving,Medium,long,4053059999,2025-07-01,2026-07-26,LTSS,440952994,10.88
363,130,saving,Medium,long,5933700000,2025-07-01,2030-05-06,FFA,1883098875,31.74
364,130,spending,Low,short,2000000,2025-07-01,2025-07-31,FAMILY,319282,15.96
365,131,saving,High,long,7010625000,2025-07-01,2028-04-16,LTSS,2290257255,32.67
366,131,saving,High,short,55199999,2025-07-01,2025-10-29,EMERGENCY,17923270,32.47
367,132,saving,High,long,1500720000,2025-07-01,2027-03-23,FFA,291871967,19.45
368,132,saving,Low,long,1425375000,2025-07-01,2027-12-18,DREAM,795023267,55.78
369,132,spending,Medium,short,5000000,2025-07-01,2025-07-31,GIVE,1485661,29.71
370,133,saving,Medium,short,50820000,2025-07-01,2026-03-28,EMERGENCY,12509572,24.62
371,133,saving,Low,long,2179440000,2025-07-01,2029-09-08,LTSS,111107672,5.1
372,134,saving,High,long,4237500000,2025-07-01,2028-03-17,LTSS,2488773611,58.73
373,134,saving,Low,long,8046000000,2025-07-01,2029-11-07,EMERGENCY,1408377095,17.5
374,134,spending,Low,short,1000000,2025-07-01,2025-07-31,NEC,312027,31.2
375,135,saving,Medium,long,6524430000,2025-07-01,2029-04-11,DREAM,2477093957,37.97
376,135,saving,High,long,964920000,2025-07-01,2029-05-11,FFA,441203558,45.72
377,135,spending,Medium,short,5000000,2025-07-01,2025-07-31,PLAY,2578362,51.57
378,136,saving,Low,long,648000000,2025-07-01,2029-07-10,EMERGENCY,26268728,4.05
379,136,saving,Medium,long,5468900000,2025-07-01,2029-05-11,FFA,3004226395,54.93
380,136,spending,Low,short,2000000,2025-07-01,2025-07-31,NEC,422217,21.11
381,137,saving,Medium,long,1869209999,2025-07-01,2027-10-19,FFA,973743130,52.09
382,137,saving,Medium,long,660480000,2025-07-01,2028-07-15,DREAM,231842801,35.1
383,137,spending,Medium,short,3000000,2025-07-01,2025-07-31,FAMILY,270103,9.0
384,138,saving,Medium,long,3758400000,2025-07-01,2028-10-13,DREAM,1503261364,40.0
385,138,saving,High,long,6769320000,2025-07-01,2030-05-06,EMERGENCY,842761970,12.45
386,138,spending,High,short,4000000,2025-07-01,2025-07-31,PLAY,1716186,42.9
387,139,saving,Medium,long,1831830000,2025-07-01,2027-05-22,FFA,140750995,7.68
388,139,saving,Medium,long,8615250000,2025-07-01,2027-06-21,DREAM,3005363420,34.88
389,139,spending,Low,short,5000000,2025-07-01,2025-07-31,EDU,1628593,32.57
390,140,saving,High,long,4959000000,2025-07-01,2029-10-08,DREAM,805939908,16.25
391,140,saving,Medium,short,44100000,2025-07-01,2025-10-29,FFA,16082202,36.47
392,140,spending,Low,short,4000000,2025-07-01,2025-07-31,GIVE,1412973,35.32
393,141,saving,High,long,3117800000,2025-07-01,2029-03-12,DREAM,1337005955,42.88
394,141,saving,Low,short,53240000,2025-07-01,2025-12-28,FFA,1406,0.0
395,141,spending,High,short,3000000,2025-07-01,2025-07-31,EDU,295424,9.85
396,142,saving,Low,long,8128199999,2025-07-01,2030-03-07,EMERGENCY,582889905,7.17
397,142,saving,Low,long,5501210000,2025-07-01,2026-12-23,DREAM,239500736,4.35
398,143,saving,Medium,long,2973600000,2025-07-01,2027-10-19,EMERGENCY,1096236552,36.87
399,143,saving,High,long,6433875000,2025-07-01,2030-02-05,DREAM,545504644,8.48
400,143,spending,High,short,1000000,2025-07-01,2025-07-31,GIVE,17156,1.72
401,144,saving,High,long,6283625000,2025-07-01,2029-03-12,FFA,1403359936,22.33
402,144,saving,High,short,9680000,2025-07-01,2026-05-27,DREAM,5641183,58.28
403,144,spending,Low,short,2000000,2025-07-01,2025-07-31,PLAY,971320,48.57
404,145,saving,Medium,long,7523200000,2025-07-01,2028-11-12,DREAM,2939110500,39.07
405,145,saving,High,short,33000000,2025-07-01,2025-07-31,FFA,18301664,55.46
406,146,saving,Medium,long,2401080000,2025-07-01,2029-04-11,EMERGENCY,692654659,28.85
407,146,saving,Low,short,55000000,2025-07-01,2026-05-27,FFA,30380882,55.24
408,147,saving,High,long,2966040000,2025-07-01,2027-06-21,EMERGENCY,869516505,29.32
409,147,saving,Medium,long,3628000000,2025-07-01,2028-10-13,FFA,2064959216,56.92
410,147,spending,Low,short,5000000,2025-07-01,2025-07-31,EDU,2901854,58.04
411,148,saving,Low,long,7497000000,2025-07-01,2026-11-23,DREAM,2714738411,36.21
412,148,saving,High,long,5509190000,2025-07-01,2029-04-11,FFA,1824502149,33.12
413,148,spending,Medium,short,1000000,2025-07-01,2025-07-31,GIVE,361643,36.16
414,149,saving,Medium,long,3726450000,2025-07-01,2028-02-16,FFA,1670703941,44.83
415,149,saving,Low,long,3810720000,2025-07-01,2029-02-10,LTSS,1386337089,36.38
416,149,spending,Medium,short,3000000,2025-07-01,2025-07-31,PLAY,1756994,58.57
417,150,saving,Low,long,4978875000,2025-07-01,2029-01-11,DREAM,339756856,6.82
418,150,saving,Low,long,6627000000,2025-07-01,2026-09-24,EMERGENCY,1314734998,19.84
419,150,spending,High,short,3000000,2025-07-01,2025-07-31,EDU,224464,7.48
420,151,saving,Low,long,4393440000,2025-07-01,2026-10-24,EMERGENCY,98461417,2.24
421,151,saving,High,long,2708640000,2025-07-01,2030-01-06,DREAM,1533413916,56.61
422,151,spending,Medium,short,3000000,2025-07-01,2025-07-31,GIVE,1562952,52.1
423,152,saving,Medium,long,1374450000,2025-07-01,2027-10-19,LTSS,96236005,7.0
424,152,saving,High,long,5319000000,2025-07-01,2028-04-16,FFA,3149160460,59.21
425,152,spending,Medium,short,4000000,2025-07-01,2025-07-31,EDU,1489391,37.23
426,153,saving,High,long,5941320000,2025-07-01,2027-10-19,LTSS,1424911971,23.98
427,153,saving,Medium,long,6228960000,2025-07-01,2029-12-07,FFA,3385965418,54.36
428,153,spending,Low,short,4000000,2025-07-01,2025-07-31,FAMILY,597011,14.93
429,154,saving,Low,long,1457820000,2025-07-01,2026-10-24,FFA,623673056,42.78
430,154,saving,Low,long,9506000000,2025-07-01,2028-10-13,LTSS,2788589267,29.34
431,155,saving,Low,long,1144750000,2025-07-01,2030-05-06,FFA,415879996,36.33
432,155,saving,Low,long,4754400000,2025-07-01,2026-10-24,LTSS,1593219900,33.51
433,155,spending,Medium,short,4000000,2025-07-01,2025-07-31,NEC,1555846,38.9
434,156,saving,Medium,long,1059750000,2025-07-01,2029-08-09,DREAM,425771637,40.18
435,156,saving,Low,long,7372500000,2025-07-01,2028-02-16,LTSS,1337788919,18.15
436,156,spending,High,short,1000000,2025-07-01,2025-07-31,GIVE,29437,2.94
437,157,saving,High,long,1567720000,2025-07-01,2027-09-19,LTSS,704672431,44.95
438,157,saving,Medium,long,4152830000,2025-07-01,2029-12-07,FFA,1160938615,27.96
439,157,spending,High,short,5000000,2025-07-01,2025-07-31,GIVE,2267161,45.34
440,158,saving,Medium,short,47300000,2025-07-01,2025-11-28,DREAM,20803792,43.98
441,158,saving,Medium,long,5318170000,2025-07-01,2027-01-22,FFA,1250507038,23.51
442,159,saving,Low,long,7892500000,2025-07-01,2027-11-18,FFA,3787357828,47.99
443,159,saving,High,long,859320000,2025-07-01,2029-08-09,LTSS,215324767,25.06
444,159,spending,Medium,short,1000000,2025-07-01,2025-07-31,PLAY,29805,2.98
445,160,saving,Medium,long,1989000000,2025-07-01,2028-05-16,FFA,745370642,37.47
446,160,saving,High,long,3547800000,2025-07-01,2027-12-18,EMERGENCY,1614468119,45.51
447,160,spending,High,short,2000000,2025-07-01,2025-07-31,FAMILY,312410,15.62
448,161,saving,Medium,long,2049600000,2025-07-01,2027-10-19,LTSS,1157927496,56.5
449,161,saving,Low,long,3455519999,2025-07-01,2026-08-25,FFA,1009258072,29.21
450,161,spending,Low,short,2000000,2025-07-01,2025-07-31,NEC,372141,18.61
451,162,saving,Low,short,33119999,2025-07-01,2026-06-26,FFA,5224696,15.78
452,162,saving,Low,short,26400000,2025-07-01,2025-12-28,DREAM,7239452,27.42
453,162,spending,Low,short,2000000,2025-07-01,2025-07-31,EDU,968620,48.43
454,163,saving,Low,long,6818760000,2025-07-01,2027-04-22,EMERGENCY,3133152458,45.95
455,163,saving,Medium,long,9438660000,2025-07-01,2029-06-10,LTSS,1268501815,13.44
456,164,saving,Low,long,5590750000,2025-07-01,2030-05-06,FFA,1234949785,22.09
457,164,saving,Medium,short,19950000,2025-07-01,2025-08-30,DREAM,4322804,21.67
458,165,saving,Medium,long,1472200000,2025-07-01,2029-04-11,DREAM,873324234,59.32
459,165,saving,Low,long,2372580000,2025-07-01,2027-06-21,FFA,1028903489,43.37
460,166,saving,High,long,5500800000,2025-07-01,2028-02-16,LTSS,2520593578,45.82
461,166,saving,Low,long,1535380000,2025-07-01,2027-07-21,DREAM,135021129,8.79
462,166,spending,High,short,5000000,2025-07-01,2025-07-31,HEALTH,1387351,27.75
463,167,saving,Medium,long,8345085000,2025-07-01,2030-03-07,EMERGENCY,2619143798,31.39
464,167,saving,Low,long,8041000000,2025-07-01,2029-04-11,LTSS,2994323809,37.24
465,167,spending,Low,short,4000000,2025-07-01,2025-07-31,EDU,2029182,50.73
466,168,saving,High,long,2766750000,2025-07-01,2027-07-21,LTSS,951760556,34.4
467,168,saving,High,long,1786700000,2025-07-01,2028-12-12,EMERGENCY,104449963,5.85
468,168,spending,Medium,short,3000000,2025-07-01,2025-07-31,FAMILY,405323,13.51
469,169,saving,Low,long,423360000,2025-07-01,2029-10-08,FFA,71516589,16.89
470,169,saving,Medium,long,7733040000,2025-07-01,2028-10-13,LTSS,4636548303,59.96
471,169,spending,High,short,3000000,2025-07-01,2025-07-31,HEALTH,1721587,57.39
472,170,saving,Low,long,6539400000,2025-07-01,2027-11-18,LTSS,2548363140,38.97
473,170,saving,Low,long,9667770000,2025-07-01,2029-12-07,DREAM,2980883884,30.83
474,170,spending,Low,short,1000000,2025-07-01,2025-07-31,EDU,97281,9.73
475,171,saving,Low,long,6083880000,2025-07-01,2026-11-23,LTSS,1686822270,27.73
476,171,saving,Medium,long,1397400000,2025-07-01,2029-05-11,EMERGENCY,453803892,32.47
477,171,spending,High,short,3000000,2025-07-01,2025-07-31,HEALTH,418168,13.94
478,172,saving,Medium,long,2886480000,2025-07-01,2029-12-07,LTSS,1639998521,56.82
479,172,saving,Medium,long,5936250000,2025-07-01,2028-05-16,DREAM,571785935,9.63
480,172,spending,Low,short,4000000,2025-07-01,2025-07-31,NEC,412383,10.31
481,173,saving,Medium,long,4663500000,2025-07-01,2028-02-16,FFA,1140232075,24.45
482,173,saving,Medium,long,2247840000,2025-07-01,2027-09-19,DREAM,802884547,35.72
483,173,spending,High,short,3000000,2025-07-01,2025-07-31,FAMILY,1181454,39.38
484,174,saving,Medium,long,4245750000,2025-07-01,2029-01-11,DREAM,1515549907,35.7
485,174,saving,Low,short,18000000,2025-07-01,2025-09-29,LTSS,8267433,45.93
486,174,spending,High,short,3000000,2025-07-01,2025-07-31,FAMILY,504662,16.82
487,175,saving,Medium,long,2412000000,2025-07-01,2028-04-16,EMERGENCY,680445066,28.21
488,175,saving,Low,short,28600000,2025-07-01,2026-03-28,FFA,11661266,40.77
489,175,spending,High,short,2000000,2025-07-01,2025-07-31,HEALTH,994469,49.72
490,176,saving,High,short,44400000,2025-07-01,2025-07-31,DREAM,18726757,42.18
491,176,saving,Medium,long,6714000000,2025-07-01,2029-07-10,EMERGENCY,1612480369,24.02
492,176,spending,Low,short,4000000,2025-07-01,2025-07-31,FAMILY,1803806,45.1
493,177,saving,Medium,long,1744470000,2025-07-01,2029-07-10,FFA,464868459,26.65
494,177,saving,High,long,3079890000,2025-07-01,2028-12-12,DREAM,213494710,6.93
495,178,saving,Low,long,2919600000,2025-07-01,2029-07-10,LTSS,242782917,8.32
496,178,saving,Low,long,6763875000,2025-07-01,2029-05-11,EMERGENCY,2325420820,34.38
497,178,spending,Low,short,5000000,2025-07-01,2025-07-31,FAMILY,1974931,39.5
498,179,saving,Medium,long,4544610000,2025-07-01,2030-03-07,DREAM,845886645,18.61
499,179,saving,Low,long,2480205000,2025-07-01,2027-01-22,LTSS,1263410892,50.94
500,179,spending,High,short,1000000,2025-07-01,2025-07-31,PLAY,3073,0.31
501,180,saving,Medium,long,4027500000,2025-07-01,2026-09-24,FFA,872130450,21.65
502,180,saving,High,long,7238400000,2025-07-01,2028-06-15,EMERGENCY,914215107,12.63
503,180,spending,Medium,short,1000000,2025-07-01,2025-07-31,NEC,419363,41.94
504,181,saving,Medium,long,6166500000,2025-07-01,2026-08-25,DREAM,1475370783,23.93
505,181,saving,Low,long,2330250000,2025-07-01,2027-02-21,LTSS,732954229,31.45
506,181,spending,High,short,3000000,2025-07-01,2025-07-31,NEC,616249,20.54
507,182,saving,Low,short,20900000,2025-07-01,2026-02-26,EMERGENCY,2830164,13.54
508,182,saving,Medium,long,336600000,2025-07-01,2028-03-17,LTSS,78866199,23.43
509,182,spending,High,short,2000000,2025-07-01,2025-07-31,GIVE,474540,23.73
510,183,saving,Medium,long,6145920000,2025-07-01,2026-10-24,LTSS,1922603204,31.28
511,183,saving,Medium,long,859950000,2025-07-01,2026-12-23,EMERGENCY,251629410,29.26
512,183,spending,High,short,3000000,2025-07-01,2025-07-31,EDU,1698520,56.62
513,184,saving,Low,short,62500000,2025-07-01,2025-10-29,DREAM,3717175,5.95
514,184,saving,Low,long,1293900000,2025-07-01,2030-02-05,LTSS,143339130,11.08
515,184,spending,Medium,short,1000000,2025-07-01,2025-07-31,GIVE,522023,52.2
516,185,saving,Low,long,4585920000,2025-07-01,2029-02-10,FFA,1392086365,30.36
517,185,saving,High,long,2361150000,2025-07-01,2028-01-17,EMERGENCY,520614551,22.05
518,185,spending,High,short,4000000,2025-07-01,2025-07-31,EDU,1415766,35.39
519,186,saving,High,long,1370880000,2025-07-01,2027-11-18,FFA,231119548,16.86
520,186,saving,Medium,long,6339200000,2025-07-01,2027-06-21,LTSS,3576225950,56.41
521,186,spending,Medium,short,1000000,2025-07-01,2025-07-31,HEALTH,227094,22.71
522,187,saving,Low,long,241920000,2025-07-01,2026-08-25,DREAM,113260463,46.82
523,187,saving,High,short,25299999,2025-07-01,2026-02-26,FFA,14174037,56.02
524,187,spending,Low,short,4000000,2025-07-01,2025-07-31,GIVE,532018,13.3
525,188,saving,Low,long,5922290000,2025-07-01,2029-04-11,FFA,2923246196,49.36
526,188,saving,Low,long,1817640000,2025-07-01,2029-05-11,EMERGENCY,643152154,35.38
527,188,spending,Low,short,5000000,2025-07-01,2025-07-31,HEALTH,1210247,24.2
528,189,saving,Low,long,1671100000,2025-07-01,2029-03-12,EMERGENCY,780191007,46.69
529,189,saving,High,long,8007000000,2025-07-01,2029-02-10,LTSS,774208444,9.67
530,189,spending,High,short,4000000,2025-07-01,2025-07-31,EDU,1495421,37.39
531,190,saving,Low,long,3927840000,2025-07-01,2027-11-18,EMERGENCY,2281614536,58.09
532,190,saving,Low,long,1528560000,2025-07-01,2026-10-24,DREAM,605190303,39.59
533,190,spending,Low,short,4000000,2025-07-01,2025-07-31,GIVE,1284297,32.11
534,191,saving,Medium,long,2085524999,2025-07-01,2027-02-21,FFA,915343170,43.89
535,191,saving,Low,long,5121480000,2025-07-01,2027-05-22,DREAM,485542699,9.48
536,191,spending,High,short,3000000,2025-07-01,2025-07-31,PLAY,1345122,44.84
537,192,saving,Low,long,927960000,2025-07-01,2030-01-06,EMERGENCY,551423732,59.42
538,192,saving,High,long,1351480000,2025-07-01,2027-01-22,DREAM,19140076,1.42
539,192,spending,High,short,5000000,2025-07-01,2025-07-31,FAMILY,1607986,32.16
540,193,saving,High,long,990000000,2025-07-01,2029-08-09,DREAM,381483131,38.53
541,193,saving,Low,long,9323280000,2025-07-01,2029-06-10,LTSS,3446355919,36.97
542,194,saving,High,short,67375000,2025-07-01,2026-03-28,LTSS,633040,0.94
543,194,saving,Low,long,541190000,2025-07-01,2027-02-21,EMERGENCY,229326774,42.37
544,194,spending,High,short,4000000,2025-07-01,2025-07-31,GIVE,2110859,52.77
545,195,saving,Medium,long,4262280000,2025-07-01,2026-09-24,DREAM,1353959979,31.77
546,195,saving,Low,long,3290800000,2025-07-01,2030-02-05,EMERGENCY,1918862605,58.31
547,195,spending,High,short,4000000,2025-07-01,2025-07-31,EDU,2116550,52.91
548,196,saving,Medium,long,6229440000,2025-07-01,2026-09-24,FFA,863105397,13.86
549,196,saving,Medium,short,41800000,2025-07-01,2025-12-28,EMERGENCY,15940826,38.14
550,196,spending,High,short,2000000,2025-07-01,2025-07-31,EDU,1067312,53.37
551,197,saving,Low,long,892980000,2025-07-01,2029-07-10,DREAM,222991917,24.97
552,197,saving,High,long,8808720000,2025-07-01,2029-02-10,LTSS,2900760610,32.93
553,197,spending,Medium,short,3000000,2025-07-01,2025-07-31,PLAY,945824,31.53
554,198,saving,High,long,7262640000,2025-07-01,2029-11-07,LTSS,3776385154,52.0
555,198,saving,Medium,long,6119610000,2025-07-01,2027-07-21,FFA,2150910351,35.15
556,198,spending,High,short,2000000,2025-07-01,2025-07-31,NEC,1105911,55.3
557,199,saving,Medium,long,5528250000,2025-07-01,2029-08-09,DREAM,3093660917,55.96
558,199,saving,Medium,long,923780000,2025-07-01,2027-01-22,LTSS,496167653,53.71
559,199,spending,Medium,short,2000000,2025-07-01,2025-07-31,NEC,983918,49.2
560,200,saving,Medium,long,432974999,2025-07-01,2028-02-16,EMERGENCY,221326392,51.12
561,200,saving,Low,long,2964000000,2025-07-01,2030-02-05,DREAM,1757219302,59.29
562,200,spending,High,short,1000000,2025-07-01,2025-07-31,PLAY,515165,51.52
563,201,saving,Low,long,350280000,2025-07-01,2026-11-23,LTSS,76932809,21.96
564,201,saving,Low,long,6757520000,2025-07-01,2027-08-20,DREAM,3664862847,54.23
565,201,spending,Medium,short,1000000,2025-07-01,2025-07-31,FAMILY,435347,43.53
566,202,saving,Medium,long,2335080000,2025-07-01,2026-07-26,EMERGENCY,1285951411,55.07
567,202,saving,Low,short,30360000,2025-07-01,2026-02-26,LTSS,3203328,10.55
568,202,spending,Low,short,4000000,2025-07-01,2025-07-31,PLAY,29539,0.74
569,203,saving,High,long,5481500000,2025-07-01,2030-03-07,DREAM,2362560504,43.1
570,203,saving,Medium,long,3718500000,2025-07-01,2028-03-17,LTSS,1710893490,46.01
571,203,spending,Medium,short,1000000,2025-07-01,2025-07-31,NEC,533248,53.32
572,204,saving,Low,long,3650099999,2025-07-01,2026-09-24,LTSS,1997121928,54.71
573,204,saving,Medium,long,9947070000,2025-07-01,2030-04-06,DREAM,2351899841,23.64
